TC_Gene	PSR_ID	Type	EAnnot	ENSG	GeneName	Tr	Strand
TC1500264_CAPN3	PSR150001604	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	PSR150001604	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	PSR150001604	-	ENSE00003589768	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	PSR150001604	-	ENSE00002599592	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	PSR150001604	-	ENSE00002622591	ENSG00000092529	CAPN3	ENST00000567817	1.0
TC1500264_CAPN3	PSR150001604	-	ENSE00001491603	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	PSR150001604	-	ENSE00001491603	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	PSR150001604	-	ENSE00002627333	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	PSR150001604	-	ENSE00002606785	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	PSR150001604	-	*ENSE00002609065	*ENSG00000092529	*CAPN3	ENST00000568153	1.0
TC1500264_CAPN3	JUC1500017640	-	*ENSE00003476707	*ENSG00000092529	*CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017640	-	*ENSE00003476707	*ENSG00000092529	*CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017640	-	*ENSE00003476707	*ENSG00000092529	*CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017640	-	*ENSE00003476707	*ENSG00000092529	*CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017640	-	*ENSE00003800434	*ENSG00000092529	*CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000567817	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522315	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000567817	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000568153	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003656165	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003621925	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003621925	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003621925	ENSG00000092529	CAPN3	ENST00000562199	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003585448	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003585448	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00003585448	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00002578187	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003633777	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	JUC1500017643	3	ENSE00003522657	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	JUC1500017643	5	ENSE00002614401	ENSG00000092529	CAPN3	ENST00000562199	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000567817	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000568153	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	JUC1500017643	-	*ENSE00003656165	*ENSG00000092529	*CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017691	3	ENSE00003573344	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017691	3	ENSE00003573344	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017691	3	ENSE00003573344	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017691	3	ENSE00003573344	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017691	5	ENSE00003617374	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017691	5	ENSE00003617374	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017691	5	ENSE00003617374	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017691	5	ENSE00003617374	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017691	3	ENSE00003793180	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500017691	5	ENSE00003791946	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500017728	3	ENSE00002578780	ENSG00000092529	CAPN3	ENST00000565173	1.0
TC1500264_CAPN3	JUC1500017728	5	ENSE00002597709	ENSG00000092529	CAPN3	ENST00000565173	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00001491540	*ENSG00000092529	*CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00002610367	*ENSG00000092529	*CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00003508801	*ENSG00000092529	*CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00002620742	*ENSG00000092529	*CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00002629768	*ENSG00000092529	*CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00002624863	*ENSG00000092529	*CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00002607231	*ENSG00000092529	*CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	JUC1500017728	-	*ENSE00003733074	*ENSG00000092529	*CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	JUC1500017731	3	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017731	3	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017731	3	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017731	3	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017731	3	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500017731	3	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500017731	3	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017731	5	ENSE00003511177	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017731	5	ENSE00003511177	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017731	5	ENSE00003511177	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500017731	5	ENSE00003511177	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017731	-	*ENSE00003483545	*ENSG00000092529	*CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017731	-	*ENSE00003483545	*ENSG00000092529	*CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017731	-	*ENSE00003483545	*ENSG00000092529	*CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017731	-	*ENSE00003483545	*ENSG00000092529	*CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017731	-	*ENSE00003483545	*ENSG00000092529	*CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500017731	-	*ENSE00003483545	*ENSG00000092529	*CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500017731	-	*ENSE00003483545	*ENSG00000092529	*CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017731	-	*ENSE00003798376	*ENSG00000092529	*CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003515870	*ENSG00000092529	*CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003515870	*ENSG00000092529	*CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003515870	*ENSG00000092529	*CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003515870	*ENSG00000092529	*CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003515870	*ENSG00000092529	*CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00002585726	*ENSG00000092529	*CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00002617963	*ENSG00000092529	*CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	JUC1500017838	-	*ENSE00003748186	*ENSG00000092529	*CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	JUC1500017847	3	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017847	3	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017847	3	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017847	3	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017847	3	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500017847	3	ENSE00003760241	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017847	5	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017847	5	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017847	5	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017847	5	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017847	5	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500017847	5	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500017847	5	ENSE00003483545	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017847	3	ENSE00003801039	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500017847	5	ENSE00003798376	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500017847	3	ENSE00002623062	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500017882	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017882	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017882	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500017882	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500017882	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	JUC1500017882	-	*ENSE00003687541	*ENSG00000092529	*CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017882	-	*ENSE00003508801	*ENSG00000092529	*CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	JUC1500017882	-	*ENSE00002597709	*ENSG00000092529	*CAPN3	ENST00000565173	1.0
TC1500264_CAPN3	JUC1500017882	-	*ENSE00002607231	*ENSG00000092529	*CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	JUC1500017889	3	ENSE00003688077	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017889	3	ENSE00003688077	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017889	3	ENSE00003688077	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017889	3	ENSE00003688077	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017889	5	ENSE00003464872	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500017889	5	ENSE00003464872	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500017889	5	ENSE00003464872	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500017889	5	ENSE00003464872	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500017889	3	ENSE00003798488	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500017889	5	ENSE00003796792	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500018164	-	*ENSE00003760241	*ENSG00000092529	*CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500018164	-	*ENSE00003760241	*ENSG00000092529	*CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500018164	-	*ENSE00003760241	*ENSG00000092529	*CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500018164	-	*ENSE00003760241	*ENSG00000092529	*CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500018164	-	*ENSE00003760241	*ENSG00000092529	*CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500018164	-	*ENSE00003760241	*ENSG00000092529	*CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500018164	-	*ENSE00003801039	*ENSG00000092529	*CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003515072	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003507856	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003464508	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003464508	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003464508	ENSG00000092529	CAPN3	ENST00000562199	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003594271	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003594271	ENSG00000092529	CAPN3	ENST00000466222	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00003594271	ENSG00000092529	CAPN3	ENST00000562199	1.0
TC1500264_CAPN3	JUC1500018241	5	ENSE00002590677	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003543098	ENSG00000092529	CAPN3	ENST00000337571	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003543098	ENSG00000092529	CAPN3	ENST00000569136	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003543098	ENSG00000092529	CAPN3	ENST00000561817	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003543098	ENSG00000092529	CAPN3	ENST00000397204	1.0
TC1500264_CAPN3	JUC1500018241	3	ENSE00003543098	ENSG00000092529	CAPN3	ENST00000356316	1.0
TC1500264_CAPN3	JUC1500018314	3	ENSE00003476707	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500018314	3	ENSE00003476707	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500018314	3	ENSE00003476707	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500018314	3	ENSE00003476707	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500018314	5	ENSE00003563229	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500018314	5	ENSE00003563229	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500018314	5	ENSE00003563229	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500018314	5	ENSE00003563229	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500018314	3	ENSE00003800434	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500018314	5	ENSE00003791787	ENSG00000092529	CAPN3	ENST00000638141	1.0
TC1500264_CAPN3	JUC1500018330	3	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500018330	3	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500018330	3	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500018330	3	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000567071	1.0
TC1500264_CAPN3	JUC1500018330	3	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	JUC1500018330	3	ENSE00003687541	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500018330	5	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500018330	5	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500018330	5	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500018330	5	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500018330	5	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000569827	1.0
TC1500264_CAPN3	JUC1500018330	5	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000565559	1.0
TC1500264_CAPN3	JUC1500018330	5	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000565274	1.0
TC1500264_CAPN3	JUC1500018330	5	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000564503	1.0
TC1500264_CAPN3	JUC1500018330	5	ENSE00003460877	ENSG00000092529	CAPN3	ENST00000318023	1.0
TC1500264_CAPN3	JUC1500018330	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000357568	1.0
TC1500264_CAPN3	JUC1500018330	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000349748	1.0
TC1500264_CAPN3	JUC1500018330	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000397163	1.0
TC1500264_CAPN3	JUC1500018330	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000397200	1.0
TC1500264_CAPN3	JUC1500018330	-	*ENSE00003460877	*ENSG00000092529	*CAPN3	ENST00000569827	1.0
